ReliefFsa,MutualSVM,MutualFsa,GiniSVM,MrmrSVM,Chi2Fsa,ReliefBoostedDT,SVM,TscoreSVM,FisherSVM,Chi2SVM,GiniFsa,TscoreBoostedDT,MrmrBoostedDT,Fsa,BoostedDT,FisherBoostedDT,GiniBoostedDT,FisherFsa,TscoreFsa,MrmrFsa,MutualBoostedDT,Chi2BoostedDT,ReliefLogist,GiniLogist,Chi2Logist,FisherLogist,TscoreLogist,MrmrLogist,MutualLogist,MrmrNaiveB,FisherNaiveB,TscoreNaiveB,Chi2NaiveB,GiniNaiveB,MutualNaiveB,LogisticReg,ReliefNaiveB,NaiveBayes,ReliefSVM
0.825498281786942,0.817938144329897,0.831821305841925,0.818854524627721,0.811660939289806,0.817938144329897,0.818694158075602,0.812279495990836,0.812485681557847,0.813837342497136,0.818739977090493,0.821534936998855,0.807147766323024,0.815166093928981,0.8184421534937,0.804192439862543,0.817479954180985,0.807033218785796,0.810607101947308,0.800274914089347,0.804788087056128,0.802680412371134,0.791683848797251,0.796975945017182,0.785727376861398,0.796036655211913,0.783298969072165,0.786345933562429,0.785063001145476,0.784536082474227,0.757548682703322,0.740687285223368,0.742084765177549,0.74389461626575,0.734730813287515,0.739312714776632,0.739702176403207,0.729667812142039,0.666918671248568,0.592119129438717
