CorrelationRidge,Fsa,ReliefFsa,CorrelationFsa,ReliefRidge,MutualInfoFsa,MutualInfoRidge,ReliefBoostedTree,CorrelationBoostedTree,BoostedRegTree,MutualInfoBoostedTree,Ridge
0.35372461003189,0.324967417926239,0.341299264792375,0.322543495554943,0.31261927368943,0.289608057333459,0.154861722027965,0.1812639014866,0.183529775905634,0.128259010791859,0.0456938041654177,0
