Fsa,MutualInfoRidge,MutualInfoFsa,CorrelationRidge,CorrelationFsa,CorrelationBoostedTree,MutualInfoBoostedTree,ReliefRidge,ReliefFsa,ReliefBoostedTree,BoostedRegTree,Ridge
NaN,0.302125012321496,0.300794394992387,0.296779818382251,0.292411205622951,0.30355206322898,0.30920212196692,0.289219583743073,0.288310188573252,0.293208613139536,0.244154390626076,0.232278963778361
