MutualInfoBoostedTree,ReliefBoostedTree,BoostedRegTree,CorrelationBoostedTree,MutualInfoRidge,Ridge,CorrelationRidge,Fsa,MutualInfoFsa,CorrelationFsa,ReliefRidge,ReliefFsa
0.970260262895295,0.969772045717466,0.96845991488632,0.968126329187775,0.919763246537451,0.919755976053556,0.918776343691688,0.918223302247282,0.917664385380895,0.916657482273176,0.915815395526045,0.913888910877182
3.77436031753646e-06,6.37413184282398e-06,5.13240758201791e-06,3.51596629114776e-06,1.28244301363341e-06,2.73596893918566e-06,1.08110127955305e-06,8.38694999115894e-07,3.7824595395273e-07,6.15497036651034e-07,3.38251403895748e-06,2.65087391809358e-06
