MutualSVM,Fsa,ReliefLogist,ReliefFsa,FisherSVM,GiniFsa,MutualFsa,SVM,GiniSVM,FisherFsa,Chi2Fsa,Chi2SVM,MutualLogist,FisherLogist,TscoreSVM,MrmrFsa,MrmrSVM,TscoreFsa,TscoreLogist,Chi2Logist,GiniLogist,MrmrLogist,ReliefBoostedDT,ReliefNaiveB,ReliefSVM,FisherBoostedDT,LogisticReg,MutualBoostedDT,TscoreBoostedDT,GiniBoostedDT,MrmrBoostedDT,FisherNaiveB,Chi2BoostedDT,MutualNaiveB,BoostedDT,MrmrNaiveB,TscoreNaiveB,Chi2NaiveB,GiniNaiveB,NaiveBayes
0.976010430247718,0.969621903520209,0.974185136897001,0.972881355932203,0.967926988265971,0.974706649282921,0.961016949152542,0.963754889178618,0.967405475880052,0.966883963494133,0.964537157757497,0.962972620599739,0.969491525423729,0.957887874837027,0.959843546284224,0.95632333767927,0.960625814863103,0.95619295958279,0.95632333767927,0.960495436766623,0.954889178617992,0.949674054758801,0.960104302477184,0.945958279009126,0.954237288135593,0.947979139504563,0.951760104302477,0.94380704041721,0.94993481095176,0.936375488917862,0.944328552803129,0.947522816166884,0.950847457627119,0.925749674054759,0.926140808344198,0.905801825293351,0.909517601043025,0.897457627118644,0.898565840938722,0.733116036505867
