ReliefFsa,Fsa,MutualInfoFsa,CorrelationFsa,CorrelationRidge,ReliefRidge,MutualInfoRidge,Ridge,MutualInfoBoostedTree,ReliefBoostedTree,CorrelationBoostedTree,BoostedRegTree
0.770193521172258,0.765427915317482,0.772491402338756,0.769982160800776,0.742323104625386,0.726923806221432,0.727387202307595,0.714719414704704,0.562282399518401,0.545769769080039,0.534416091512974,0.345413677659209
