MutualLogist,Chi2BoostedDT,Chi2Logist,GiniLogist,GiniBoostedDT,MutualBoostedDT,BoostedDT,FisherLogist,MutualSVM,TscoreLogist,MrmrLogist,MrmrSVM,TscoreBoostedDT,FisherBoostedDT,MrmrBoostedDT,SVM,TscoreSVM,MutualFsa,Chi2Fsa,GiniFsa,TscoreFsa,MrmrFsa,FisherFsa,Chi2SVM,GiniSVM,LogisticReg,Fsa,FisherSVM,ReliefBoostedDT,ReliefFsa,ReliefLogist,MutualNaiveB,MrmrNaiveB,Chi2NaiveB,GiniNaiveB,TscoreNaiveB,FisherNaiveB,ReliefNaiveB,ReliefSVM,NaiveBayes
0.986744444444444,0.987362222222222,0.986446666666666,0.986093333333332,0.98802,0.986608888888889,0.985813333333333,0.985731111111111,0.986375555555556,0.984686666666667,0.984888888888888,0.984984444444444,0.985151111111111,0.985151111111111,0.985302222222222,0.984468888888889,0.984713333333334,0.984097777777778,0.983942222222223,0.983982222222223,0.983942222222224,0.983526666666667,0.983544444444444,0.984306666666667,0.984422222222222,0.984920000000001,0.982915555555557,0.982740000000001,0.982804444444445,0.97954,0.979844444444445,0.930184444444446,0.906294444444445,0.909435555555556,0.909435555555556,0.904305555555556,0.904305555555556,0.810610000000001,0.696504444444445,0.66485
